uniprot_id	Master.Protein.Descriptions	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	protein_desc	gene_name
P23396	40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2	-1.16958970270337	-1.54311406888422	-0.796065336522521	7.67019073582712	-6.53042964128803	2.26908058409792e-06	0.0010241779865393	4.98388119560283	40S ribosomal protein S3 	RPS3 
Q9Y314	Nitric oxide synthase-interacting protein OS=Homo sapiens OX=9606 GN=NOSIP PE=1 SV=1	1.48251151432177	1.00879691171202	1.95622611693151	7.77561492832922	6.52692254461792	2.28611157709665e-06	0.0010241779865393	4.97693853627397	Nitric oxide synthase-interacting protein 	NOSIP 
Q12904	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2	0.971730161031103	0.610758939467214	1.33270138259499	7.29441814407504	5.61436004033304	1.68587983707719e-05	0.00503516111340389	3.11106234449968	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 	AIMP1 
Q16637	Survival motor neuron protein OS=Homo sapiens OX=9606 GN=SMN1 PE=1 SV=1	1.16108253045391	0.702520944495569	1.61964411641226	6.24067096628957	5.28071313893697	3.58452732653897e-05	0.00703698316339299	2.40228838395201	Survival motor neuron protein 	SMN1 
P38432	Coilin OS=Homo sapiens OX=9606 GN=COIL PE=1 SV=1	1.06634143609671	0.641981342045773	1.49070153014764	7.41194293777333	5.2406952346463	3.92688792600055e-05	0.00703698316339299	2.31646958157572	Coilin 	COIL 
O15479	Melanoma-associated antigen B2 OS=Homo sapiens OX=9606 GN=MAGEB2 PE=1 SV=3	-0.705721751588713	-0.999482173585445	-0.41196132959198	7.81394486791947	-5.01034205607111	6.6574002227207e-05	0.00994171766592958	1.8195077423643	Melanoma-associated antigen B2 	MAGEB2 
P26038	Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3	0.949308984538972	0.52186890978111	1.37674905929683	7.420326653666	4.63190357926329	0.000159872696048122	0.0204637050941597	0.994015010164932	Moesin 	MSN 
P10599	Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3	1.19124853076866	0.642208539878846	1.74028852165848	7.60484761109627	4.52507264316178	0.00020504676604958	0.0229652377975529	0.759497132113859	Thioredoxin 	TXN 
Q53EP0	Fibronectin type III domain-containing protein 3B OS=Homo sapiens OX=9606 GN=FNDC3B PE=1 SV=2	1.23701531384745	0.659040497970728	1.81499012972417	6.93519824849355	4.46368271748739	0.00023662524249411	0.0235573574749692	0.624532773291644	Fibronectin type III domain-containing protein 3B 	FNDC3B 
P13489	Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2	0.743954395586183	0.382696584835853	1.10521220633651	6.9338000732512	4.29493133109607	0.000351038984144339	0.0308360355071425	0.253038329261368	Ribonuclease inhibitor 	RNH1 
