uniprot_id	gene_name	protein_desc	protein_length	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
Q9Y314	NOSIP 	Nitric oxide synthase-interacting protein 	301	1.47570635626841	0.993895426843647	1.95751728569318	7.77752357208473	6.38760779917908	3.07436947499437e-06	0.00151219476238773	4.65248268678117
P23396	RPS3 	40S ribosomal protein S3 	243	-1.17639486075673	-1.56050316902125	-0.792286552492206	7.67209937958263	-6.38725653641002	3.07669331106353e-06	0.00151219476238773	4.6517952990418
Q12904	AIMP1 	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 	312	0.964925002977743	0.601707839628357	1.32814216632713	7.29632678783055	5.54041299813721	1.98758203640829e-05	0.0065126438059645	2.94296756225959
Q16637	SMN1 	Survival motor neuron protein 	294	1.15427737240055	0.687228834901531	1.62132590989958	6.24257961004508	5.15422184880547	4.77855633642421e-05	0.0117433021967625	2.13308658559975
P38432	COIL 	Coilin 	576	1.05953627804335	0.619692475276956	1.49938008080975	7.41385158152884	5.02379947211895	6.44633209540314e-05	0.0126734888995626	1.85603977089828
O15479	MAGEB2 	Melanoma-associated antigen B2 	319	-0.712526909642075	-1.01663004289963	-0.408423776384521	7.81585351167498	-4.88647091199483	8.84825004723454e-05	0.0144963829940526	1.56267267144754
P26038	MSN 	Moesin 	577	0.942503826485608	0.506476929727896	1.37853072324332	7.42223529742151	4.50800909950866	0.000213164167014452	0.0299343394536009	0.747228386573681
P10599	TXN 	Thioredoxin 	105	1.1844433727153	0.615202861134987	1.75368388429562	7.60675625485178	4.33943756213232	0.000316051857234305	0.0388348719576652	0.381780187665406
Q53EP0	FNDC3B 	Fibronectin type III domain-containing protein 3B 	1204	1.23021015579409	0.625522910238239	1.83489740134994	6.93710689224906	4.24290630609399	0.000396153506574778	0.043268766329223	0.172200903304793
Q7KZF4	SND1 	Staphylococcal nuclease domain-containing protein 1 	910	-0.699592258287123	-1.05012385810315	-0.349060658471094	7.16480182945486	-4.1622940852645	0.000478455408023399	0.0455772449464645	-0.00288246382590351
P13489	RNH1 	Ribonuclease inhibitor 	461	0.737149237532836	0.365363147016147	1.10893532804952	6.93570871700671	4.13501629109338	0.000510020035006215	0.0455772449464645	-0.0621275517228925
Q69YN4	VIRMA 	Protein virilizer homolog 	1812	0.895112740547718	0.437721633461349	1.35250384763409	6.80511684130436	4.08136056670703	0.000578317441647903	0.0473738370949907	-0.178646454773446
Q15269	PWP2 	Periodic tryptophan protein 2 homolog 	919	-0.729435845333904	-1.10971563131016	-0.349156059357647	6.62150197964052	-4.00035747862615	0.000699125680819846	0.0495005593585415	-0.354467074275101
O95292	VAPB 	Vesicle-associated membrane protein-associated protein B/C 	243	0.81077073684259	0.387209690621904	1.23433178306328	7.47243848712477	3.99205940082914	0.000712842894518228	0.0495005593585415	-0.372469884284284
O15355	PPM1G 	Protein phosphatase 1G 	546	0.991806163620639	0.470438221511534	1.51317410572974	7.33696653602705	3.96732173056598	0.000755349328970622	0.0495005593585415	-0.426126832714201
Q9BTT0	ANP32E 	Acidic leucine-rich nuclear phosphoprotein 32 family member E 	268	1.02278933708973	0.476293105529594	1.56928556864986	7.53631039652692	3.90313849907708	0.000877786537718077	0.0539290104110544	-0.565245379197505
P55209	NAP1L1 	Nucleosome assembly protein 1-like 1 	391	1.36562520357856	0.630853462424951	2.10039694473216	6.71285816975355	3.87609149527813	0.000935124213729748	0.0540721824762554	-0.623820486542846
P10515	DLAT 	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial 	647	1.56232527511288	0.713489656179417	2.41116089404635	7.58481712313061	3.83851114151649	0.00102102552206603	0.0549201308906472	-0.705149661328829
O95239	KIF4A 	Chromosome-associated kinesin KIF4A 	1232	0.751234921377935	0.341300070411479	1.16116977234439	6.67158985516921	3.82186962682541	0.00106152847092807	0.0549201308906472	-0.741140690958395
Q15029	EFTUD2 	116 kDa U5 small nuclear ribonucleoprotein component 	972	-0.664814139072205	-1.03128573750787	-0.298342540636543	6.97246193339337	-3.78333559818651	0.0011615441808459	0.056961075791209	-0.824418027620762
Q86V48	LUZP1 	Leucine zipper protein 1 	1076	0.622605205235107	0.275232894021122	0.969977516449092	6.96736902516692	3.73794142000657	0.00129141865109532	0.056961075791209	-0.92240013805165
Q14152	EIF3A 	Eukaryotic translation initiation factor 3 subunit A 	1382	-0.486603150597262	-0.758325933565766	-0.214880367628758	7.03614794492787	-3.73476950852251	0.00130101395723255	0.056961075791209	-0.929241331310092
P42696	RBM34 	RNA-binding protein 34 	430	1.25909395632174	0.554056179268654	1.96413173337483	5.86463010800057	3.72443752287895	0.00133276169196115	0.056961075791209	-0.951520362839611
Q86U42	PABPN1 	Polyadenylate-binding protein 2 	306	-0.557669984074737	-0.875706834958627	-0.239633133190847	7.05783082985361	-3.65691416838759	0.00155998830734442	0.0638945210883153	-1.09691893372109
P05067	APP 	Amyloid-beta A4 protein 	770	-0.688065532925947	-1.08847492881842	-0.287656137033474	6.92152165502083	-3.58377293538881	0.00184945547080998	0.0695701908756551	-1.25396792278679
Q07157	TJP1 	Tight junction protein ZO-1 	1748	-0.905438943472646	-1.43410118819299	-0.376776698752299	5.8744932813615	-3.57187141413886	0.00190133031299612	0.0695701908756551	-1.27947397384277
Q92688	ANP32B 	Acidic leucine-rich nuclear phosphoprotein 32 family member B 	251	0.855362565811955	0.355636974628912	1.355088156995	8.41283643627238	3.56971538745649	0.00191088011560802	0.0695701908756551	-1.28409298479389
Q15365	PCBP1 	Poly(rC)-binding protein 1 	356	-0.53642202019945	-0.855161237553613	-0.217682802845287	8.0276902460178	-3.50982964148672	0.00219587952329147	0.0759342847596244	-1.41219105652593
P08648	ITGA5 	Integrin alpha-5 	1049	-0.636876204366136	-1.01655392144905	-0.257198487283227	6.91881534171688	-3.49828231824149	0.0022554632023284	0.0759342847596244	-1.43684490998786
